FrameId,Id,X,Y,Width,Height,Confidence,Class,Visibility
10,4,832.96,742.61,162.29999999999995,137.49,1,1,1.0
10,5,1141.17,244.28,149.13999999999987,326.6,1,1,1.0
11,1,483.24,233.79,222.51999999999998,311.82000000000005,1,1,1.0
11,2,662.35,473.06,100.60000000000002,105.14000000000004,1,1,1.0
11,3,471.37,639.85,289.13,293.2099999999999,1,1,1.0
11,4,832.45,742.61,162.53999999999996,137.49,1,1,1.0
11,5,1142.3,228.13,151.70000000000005,337.37,1,1,1.0
12,1,484.92,234.15,222.08999999999997,311.46000000000004,1,1,1.0
12,2,662.97,473.61,99.74000000000001,104.59000000000003,1,1,1.0
12,3,471.46,640.06,289.13000000000005,293.48,1,1,1.0
12,4,831.94,742.61,162.76999999999998,137.49,1,1,1.0
12,5,1141.31,236.2,151.55999999999995,332.56,1,1,1.0
13,1,486.59,234.5,221.67000000000002,311.11,1,1,1.0
13,2,663.59,474.15,98.88999999999999,104.05000000000007,1,1,1.0
13,3,471.54,640.27,289.13999999999993,293.75,1,1,1.0
13,4,831.42,742.61,163.0200000000001,137.49,1,1,1.0
13,5,1140.32,244.28,151.42000000000007,327.74,1,1,1.0
14,1,488.26,234.85,221.25,310.76,1,1,1.0
14,2,664.21,474.69,98.02999999999997,103.51000000000005,1,1,1.0
14,3,471.63,640.48,289.14,294.02,1,1,1.0
14,4,830.91,742.61,163.26,137.49,1,1,1.0
14,5,1139.32,252.36,151.28999999999996,322.91999999999996,1,1,1.0
15,1,489.94,235.2,220.81,310.41,1,1,1.0
15,2,664.83,475.23,97.17999999999995,102.97000000000003,1,1,1.0
15,3,471.72,640.69,289.13,294.28,1,1,1.0
15,4,830.4,742.61,163.49,137.49,1,1,1.0
15,5,1138.33,260.44,151.1500000000001,318.09999999999997,1,1,1.0
16,1,491.61,235.55,220.39,310.06,1,1,1.0
16,2,665.45,475.77,96.32999999999993,102.43000000000006,1,1,1.0
16,3,471.81,640.9,289.13000000000005,294.55000000000007,1,1,1.0
16,4,829.89,742.61,163.73000000000002,137.49,1,1,1.0
16,5,1137.34,268.51,151.01,313.28999999999996,1,1,1.0
17,1,493.28,235.9,219.97000000000003,309.71000000000004,1,1,1.0
17,2,666.07,476.31,95.46999999999991,101.89000000000004,1,1,1.0
17,3,471.9,641.11,289.13,294.81999999999994,1,1,1.0
17,4,829.37,742.61,163.97000000000003,137.49,1,1,1.0
17,5,1136.35,276.59,150.87000000000012,308.46999999999997,1,1,1.0
18,1,494.96,236.25,219.54000000000002,309.36,1,1,1.0
18,2,666.68,476.85,94.63,101.35000000000002,1,1,1.0
18,3,471.98,641.32,289.14,295.0899999999999,1,1,1.0
18,4,828.86,742.61,164.21000000000004,137.49,1,1,1.0
18,5,1135.36,284.67,150.73000000000002,303.65000000000003,1,1,1.0
19,1,496.63,236.6,219.11,309.01,1,1,1.0
19,2,667.3,477.39,93.7700000000001,100.81000000000006,1,1,1.0
19,3,472.07,641.54,289.14000000000004,295.35,1,1,1.0
19,4,828.35,742.61,164.43999999999994,137.49,1,1,1.0
19,5,1134.36,292.75,150.60000000000014,298.83000000000004,1,1,1.0
20,1,498.3,236.95,218.69,308.66,1,1,1.0
20,2,667.92,477.94,92.92000000000007,100.26000000000005,1,1,1.0
20,3,472.16,641.75,289.12999999999994,295.61,1,1,1.0
20,4,827.84,742.61,164.67999999999995,137.49,1,1,1.0
20,5,1133.37,300.82,150.46000000000004,294.02000000000004,1,1,1.0
21,1,499.97,237.3,218.26999999999998,308.31,1,1,1.0
21,2,668.54,478.48,92.06000000000006,99.72000000000003,1,1,1.0
21,3,472.25,641.96,289.13,295.88,1,1,1.0
21,4,827.32,742.61,164.92999999999995,137.49,1,1,1.0
21,5,1132.38,308.9,150.31999999999994,289.20000000000005,1,1,1.0
22,1,503.09,238.79,218.27000000000004,306.69000000000005,1,1,1.0
22,2,669.16,479.02,91.21000000000004,99.18000000000006,1,1,1.0
22,3,472.34,642.17,289.13000000000005,296.1500000000001,1,1,1.0
22,4,826.81,742.61,165.16000000000008,137.49,1,1,1.0
22,5,1132.38,313.93,149.15999999999985,284.17,1,1,1.0
23,1,506.21,240.28,218.26000000000005,305.07000000000005,1,1,1.0
23,2,669.78,479.56,90.35000000000002,98.64000000000004,1,1,1.0
23,3,472.43,642.38,289.12999999999994,296.41999999999996,1,1,1.0
23,4,826.3,742.61,165.4000000000001,137.49,1,1,1.0
23,5,1132.38,318.95,147.98999999999978,279.15000000000003,1,1,1.0
24,1,509.33,241.77,218.26000000000005,303.45000000000005,1,1,1.0
24,2,670.4,480.1,89.5,98.10000000000002,1,1,1.0
24,3,472.51,642.59,289.14,296.68999999999994,1,1,1.0
24,4,825.79,742.61,165.63,137.49,1,1,1.0
24,5,1132.38,323.98,146.82999999999993,274.12,1,1,1.0
25,1,512.45,243.26,218.26,301.83000000000004,1,1,1.0
25,2,670.53,480.28,89.51999999999998,97.92000000000007,1,1,1.0
25,3,472.6,642.8,289.13,296.95000000000005,1,1,1.0
25,4,825.27,742.61,165.88,137.49,1,1,1.0
25,5,1132.38,329.01,145.66999999999985,269.09000000000003,1,1,1.0
26,1,515.56,244.75,218.2700000000001,300.21000000000004,1,1,1.0
26,2,670.66,480.46,89.55000000000007,97.74000000000007,1,1,1.0
26,3,472.69,643.01,289.13000000000005,297.22,1,1,1.0
26,4,824.76,742.61,166.11,137.49,1,1,1.0
26,5,1132.38,334.04,144.5,264.06,1,1,1.0
27,1,518.68,246.24,218.2700000000001,298.59000000000003,1,1,1.0
27,2,670.79,480.64,89.57000000000005,97.56000000000006,1,1,1.0
27,3,472.78,643.23,289.13,297.48,1,1,1.0
27,4,824.25,742.61,166.35000000000002,137.49,1,1,1.0
27,5,1132.38,339.06,143.33999999999992,259.04,1,1,1.0
28,1,521.8,247.73,218.26,296.97,1,1,1.0
28,2,670.92,480.82,89.60000000000002,97.38000000000005,1,1,1.0
28,3,472.87,643.44,289.13,297.75,1,1,1.0
28,4,823.74,742.61,166.59000000000003,137.49,1,1,1.0
28,5,1132.38,344.09,142.16999999999985,254.01000000000005,1,1,1.0
29,1,524.92,249.21,218.26,295.36,1,1,1.0
29,2,671.05,481.0,89.62,97.20000000000005,1,1,1.0
29,3,472.95,643.65,289.14000000000004,298.02,1,1,1.0
29,4,823.22,742.61,166.82999999999993,137.49,1,1,1.0
29,5,1132.38,349.12,141.01,248.98000000000002,1,1,1.0
30,1,528.04,250.7,218.26,293.75000000000006,1,1,1.0
30,2,671.18,481.18,89.6400000000001,97.02000000000004,1,1,1.0
30,3,473.04,643.86,289.13999999999993,298.28,1,1,1.0
30,4,822.71,742.61,167.06999999999994,137.49,1,1,1.0
30,5,1132.38,354.15,139.8499999999999,243.95000000000005,1,1,1.0
31,1,531.15,252.19,218.26999999999998,292.13000000000005,1,1,1.0
31,2,671.31,481.36,89.67000000000007,96.84000000000003,1,1,1.0
31,3,473.13,644.07,289.13,298.54999999999995,1,1,1.0
31,4,822.2,742.61,167.29999999999995,137.49,1,1,1.0
31,5,1132.38,359.17,138.67999999999984,238.93,1,1,1.0
32,1,534.27,253.68,218.26999999999998,290.51000000000005,1,1,1.0
32,2,671.44,481.54,89.68999999999994,96.66000000000003,1,1,1.0
32,3,473.22,644.28,289.13,298.82000000000005,1,1,1.0
32,4,829.07,742.61,160.15999999999997,137.48000000000002,1,1,1.0
32,5,1132.38,364.2,137.51999999999998,233.90000000000003,1,1,1.0
33,1,534.27,255.14,222.62,289.05000000000007,1,1,1.0
33,2,671.57,481.72,89.71999999999991,96.48000000000002,1,1,1.0
33,3,473.31,644.49,289.13000000000005,299.09000000000003,1,1,1.0
33,4,828.84,742.64,160.39,137.64999999999998,1,1,1.0
33,5,1133.51,360.44,137.51999999999998,233.90000000000003,1,1,1.0
34,1,534.27,256.6,226.97000000000003,287.59000000000003,1,1,1.0
34,2,671.7,481.9,89.74000000000001,96.30000000000007,1,1,1.0
34,3,473.39,644.7,289.14,299.3499999999999,1,1,1.0
34,4,828.61,742.67,160.62,137.82000000000005,1,1,1.0
34,5,1134.65,356.69,137.51999999999998,233.90000000000003,1,1,1.0
35,1,534.27,258.06,231.32000000000005,286.13000000000005,1,1,1.0
35,2,671.83,482.08,89.75999999999999,96.12000000000006,1,1,1.0
35,3,473.48,644.92,289.14,299.61,1,1,1.0
35,4,828.38,742.7,160.85000000000002,137.99,1,1,1.0
35,5,1135.78,352.93,137.51999999999998,233.90000000000003,1,1,1.0
36,1,534.27,259.51,235.67000000000007,284.68000000000006,1,1,1.0
36,2,671.96,482.26,89.78999999999996,95.94000000000005,1,1,1.0
36,3,473.57,645.13,289.13000000000005,299.88,1,1,1.0
36,4,828.15,742.73,161.08000000000004,138.14999999999998,1,1,1.0
36,5,1136.92,349.18,137.51999999999998,233.90000000000003,1,1,1.0
37,1,534.27,260.97,240.01999999999998,283.22,1,1,1.0
37,2,672.09,482.44,89.80999999999995,95.76000000000005,1,1,1.0
37,3,473.66,645.34,289.12999999999994,300.15,1,1,1.0
37,4,827.92,742.75,161.31000000000006,138.33000000000004,1,1,1.0
37,5,1138.05,345.42,137.51999999999998,233.90000000000003,1,1,1.0
38,1,534.27,262.43,244.38,281.76000000000005,1,1,1.0
38,2,672.22,482.62,89.83999999999992,95.58000000000004,1,1,1.0
38,3,473.75,645.55,289.13,300.4200000000001,1,1,1.0
38,4,827.69,742.78,161.53999999999996,138.5,1,1,1.0
38,5,1139.18,341.66,137.51999999999998,233.89999999999992,1,1,1.0
39,1,534.27,263.88,248.73000000000002,280.31000000000006,1,1,1.0
39,2,672.35,482.8,89.86000000000001,95.40000000000003,1,1,1.0
39,3,473.83,645.76,289.14000000000004,300.68000000000006,1,1,1.0
39,4,827.46,742.81,161.76999999999998,138.66000000000008,1,1,1.0
39,5,1140.32,337.91,137.51999999999998,233.89999999999992,1,1,1.0
40,1,534.27,265.34,253.08000000000004,278.8500000000001,1,1,1.0
40,2,672.48,482.98,89.88,95.22000000000003,1,1,1.0
40,3,473.92,645.97,289.13999999999993,300.94999999999993,1,1,1.0
40,4,827.23,742.84,162.0,138.82999999999993,1,1,1.0
40,5,1141.45,334.15,137.51999999999998,233.89999999999998,1,1,1.0
41,1,534.27,266.8,257.43000000000006,277.39000000000004,1,1,1.0
41,2,672.61,483.16,89.90999999999997,95.04000000000002,1,1,1.0
41,3,474.01,646.18,289.13,301.22,1,1,1.0
41,4,827.0,742.86,162.23000000000002,139.01,1,1,1.0
41,5,1142.58,330.4,137.51999999999998,233.89999999999998,1,1,1.0
42,1,534.27,292.0,218.23000000000002,252.19000000000005,1,1,1.0
42,2,672.74,483.34,89.92999999999995,94.86000000000007,1,1,1.0
42,3,474.1,646.39,289.53,301.13,1,1,1.0
42,4,826.77,742.89,162.46000000000004,139.16999999999996,1,1,1.0
42,5,1143.72,326.64,137.51999999999998,233.89999999999998,1,1,1.0
43,1,533.67,287.9,223.97000000000003,259.12,1,1,1.0
43,2,672.87,483.52,89.96000000000004,94.68000000000006,1,1,1.0
43,3,474.19,646.61,289.93,301.03999999999996,1,1,1.0
43,4,826.54,742.92,162.69000000000005,139.34000000000003,1,1,1.0
43,5,1144.85,322.89,137.51999999999998,233.89,1,1,1.0
44,1,533.08,283.8,229.70999999999992,266.06,1,1,1.0
44,2,673.0,483.7,89.98000000000002,94.50000000000006,1,1,1.0
44,3,474.27,646.82,290.34000000000003,300.94999999999993,1,1,1.0
44,4,826.31,742.95,162.92000000000007,139.51,1,1,1.0
44,5,1145.99,319.13,137.51999999999998,233.89999999999998,1,1,1.0
45,1,532.48,279.7,235.44999999999993,272.99000000000007,1,1,1.0
45,2,672.95,484.06,90.17999999999995,94.14000000000004,1,1,1.0
45,3,474.36,647.03,290.74,300.86,1,1,1.0
45,4,826.08,742.98,163.14999999999998,139.66999999999996,1,1,1.0
45,5,1147.12,315.37,137.5200000000002,233.89999999999998,1,1,1.0
46,1,531.88,275.6,241.20000000000005,279.92999999999995,1,1,1.0
46,2,672.9,484.42,90.38999999999999,93.78000000000003,1,1,1.0
46,3,474.45,647.24,291.14000000000004,300.78,1,1,1.0
46,4,825.85,743.0,163.38,139.85000000000002,1,1,1.0
46,5,1148.25,311.62,137.51999999999998,233.89999999999998,1,1,1.0
47,1,531.29,271.5,246.93000000000006,286.86,1,1,1.0
47,2,672.85,484.78,90.59000000000003,93.42000000000007,1,1,1.0
47,3,474.54,647.45,291.54,300.68999999999994,1,1,1.0
47,4,825.62,743.03,163.61,140.01999999999998,1,1,1.0
47,5,1149.39,307.86,137.51999999999998,233.89999999999998,1,1,1.0
48,1,530.69,267.4,252.67999999999995,293.80000000000007,1,1,1.0
48,2,672.8,485.14,90.80000000000007,93.06000000000006,1,1,1.0
48,3,474.63,647.66,291.94000000000005,300.6,1,1,1.0
48,4,825.39,743.06,163.84000000000003,140.19000000000005,1,1,1.0
48,5,1150.52,304.11,137.51999999999998,233.89,1,1,1.0
49,1,530.09,263.3,258.41999999999996,300.72999999999996,1,1,1.0
49,2,672.75,485.5,91.0,92.70000000000005,1,1,1.0
49,3,474.71,647.87,292.34,300.52,1,1,1.0
49,4,825.16,743.09,164.07000000000005,140.35000000000002,1,1,1.0
49,5,1151.66,300.35,137.51,233.89999999999998,1,1,1.0
50,1,529.5,259.2,264.15999999999997,307.66,1,1,1.0
50,2,672.7,485.86,91.19999999999993,92.34000000000003,1,1,1.0
50,3,474.8,648.09,292.73999999999995,300.41999999999996,1,1,1.0
50,4,824.93,743.11,164.30000000000007,140.52999999999997,1,1,1.0
50,5,1152.79,296.59,137.51999999999998,233.90000000000003,1,1,1.0
51,1,528.9,255.1,269.9,314.6,1,1,1.0
51,2,672.65,486.22,91.40999999999997,91.98000000000002,1,1,1.0
51,3,474.89,648.3,293.14,300.33000000000004,1,1,1.0
51,4,824.7,743.14,164.52999999999997,140.70000000000005,1,1,1.0
51,5,1153.92,292.84,137.51999999999998,233.90000000000003,1,1,1.0
52,1,534.27,320.35,218.23000000000002,252.17999999999995,1,1,1.0
52,2,672.6,486.58,91.61000000000001,91.62000000000006,1,1,1.0
52,3,474.98,648.51,293.53999999999996,300.24,1,1,1.0
52,4,824.47,743.17,164.76,140.86,1,1,1.0
52,5,1155.06,289.08,137.51999999999998,233.90000000000003,1,1,1.0
53,1,534.6,315.03,226.13,259.9100000000001,1,1,1.0
53,2,672.55,486.94,91.82000000000005,91.26000000000005,1,1,1.0
53,3,475.07,648.72,293.94,300.15999999999997,1,1,1.0
53,4,824.24,743.2,164.99,141.02999999999997,1,1,1.0
53,5,1155.02,289.08,137.55999999999995,234.45999999999998,1,1,1.0
54,1,534.92,309.71,234.05000000000007,267.64000000000004,1,1,1.0
54,2,672.5,487.3,92.01999999999998,90.90000000000003,1,1,1.0
54,3,475.15,648.93,294.35,300.07000000000005,1,1,1.0
54,4,824.01,743.23,165.22000000000003,141.19999999999993,1,1,1.0
54,5,1154.98,289.08,137.5999999999999,235.01000000000005,1,1,1.0
55,1,535.25,304.4,241.95000000000005,275.36,1,1,1.0
55,2,669.23,483.37,95.44999999999993,94.83000000000004,1,1,1.0
55,3,475.24,649.14,294.75,299.98,1,1,1.0
55,4,823.78,743.25,165.45000000000005,141.37,1,1,1.0
55,5,1154.94,289.08,137.63999999999987,235.56,1,1,1.0
56,1,535.57,299.08,249.8599999999999,283.09,1,1,1.0
56,2,665.96,479.44,98.87,98.76000000000005,1,1,1.0
56,3,475.33,649.35,295.15000000000003,299.9,1,1,1.0
56,4,823.55,743.28,165.68000000000006,141.54000000000008,1,1,1.0
56,5,1154.9,289.08,137.67999999999984,236.12000000000006,1,1,1.0
57,1,535.9,293.76,257.77,290.82000000000005,1,1,1.0
57,2,662.69,475.51,102.28999999999996,102.69000000000005,1,1,1.0
57,3,475.42,649.56,295.55,299.81000000000006,1,1,1.0
57,4,823.32,743.31,165.90999999999997,141.71000000000004,1,1,1.0
57,5,1154.86,289.08,137.72000000000003,236.67000000000002,1,1,1.0
58,1,536.22,288.45,265.67999999999995,298.54,1,1,1.0
58,2,659.43,471.58,105.71000000000004,106.62000000000006,1,1,1.0
58,3,475.51,649.78,295.95000000000005,299.71000000000004,1,1,1.0
58,4,823.09,743.34,166.14,141.88,1,1,1.0
58,5,1154.82,289.08,137.76,237.22999999999996,1,1,1.0
59,1,536.55,283.13,273.58000000000004,306.27,1,1,1.0
59,3,475.59,649.99,296.3500000000001,299.63,1,1,1.0
59,4,822.86,743.36,166.37,142.04999999999995,1,1,1.0
59,5,1154.79,289.08,137.78999999999996,237.78000000000003,1,1,1.0
60,1,536.87,277.82,281.5,313.98999999999995,1,1,1.0
60,3,475.68,650.2,296.74999999999994,299.53999999999996,1,1,1.0
60,4,822.63,743.39,166.60000000000002,142.22000000000003,1,1,1.0
60,5,1154.75,289.08,137.82999999999993,238.33999999999997,1,1,1.0
61,1,537.2,272.5,289.4,321.72,1,1,1.0
61,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
61,3,475.77,650.41,297.15,299.45000000000005,1,1,1.0
61,4,822.4,743.42,166.83000000000004,142.39,1,1,1.0
61,5,1154.71,289.08,137.8699999999999,238.89000000000004,1,1,1.0
62,1,561.2,344.44,218.2299999999999,252.19,1,1,1.0
62,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
62,3,475.86,650.62,297.54999999999995,299.37,1,1,1.0
62,4,822.17,743.45,167.06000000000006,142.54999999999995,1,1,1.0
62,5,1154.67,289.08,137.90999999999985,239.44,1,1,1.0
63,1,561.1,344.09,222.39,256.16,1,1,1.0
63,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
63,3,475.95,650.83,297.95,299.28,1,1,1.0
63,4,821.94,743.48,167.28999999999996,142.72000000000003,1,1,1.0
63,5,1154.63,289.08,137.94999999999982,240.00000000000006,1,1,1.0
64,1,560.99,343.74,226.56999999999994,260.13,1,1,1.0
64,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
64,3,476.03,651.04,298.36,299.19000000000005,1,1,1.0
64,4,821.71,743.5,167.51999999999998,142.89999999999998,1,1,1.0
64,5,1154.59,289.08,137.99,240.55,1,1,1.0
65,1,560.89,343.39,230.73000000000002,264.1,1,1,1.0
65,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
65,3,476.12,651.25,298.76,299.11,1,1,1.0
65,4,821.48,743.53,167.75,143.06000000000006,1,1,1.0
65,5,1154.55,289.08,138.02999999999997,241.11000000000007,1,1,1.0
66,1,560.78,343.04,234.89999999999998,268.06,1,1,1.0
66,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
66,3,476.21,651.47,299.16,299.01,1,1,1.0
66,4,821.25,743.56,167.98000000000002,143.23000000000002,1,1,1.0
66,5,1154.52,289.08,138.05999999999995,241.66000000000003,1,1,1.0
67,1,560.67,342.7,239.08000000000004,272.02000000000004,1,1,1.0
67,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
67,3,476.3,651.68,299.56,298.9200000000001,1,1,1.0
67,4,821.02,743.59,168.21000000000004,143.39999999999998,1,1,1.0
67,5,1154.48,289.08,138.0999999999999,242.21999999999997,1,1,1.0
68,1,560.57,342.35,243.2399999999999,275.99,1,1,1.0
68,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
68,3,476.39,651.89,299.95000000000005,298.83000000000004,1,1,1.0
68,4,820.79,743.61,168.44000000000005,143.56999999999994,1,1,1.0
68,5,1154.44,289.08,138.13999999999987,242.77000000000004,1,1,1.0
69,1,560.46,342.0,247.40999999999997,279.96000000000004,1,1,1.0
69,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
69,3,476.47,652.1,300.36,298.75,1,1,1.0
69,4,820.56,743.64,168.67000000000007,143.74,1,1,1.0
69,5,1154.4,289.08,138.17999999999984,243.32,1,1,1.0
70,1,560.36,341.65,251.58000000000004,283.93000000000006,1,1,1.0
70,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
70,3,476.56,652.31,300.76000000000005,298.6600000000001,1,1,1.0
70,4,820.33,743.67,168.89999999999998,143.91000000000008,1,1,1.0
70,5,1154.36,289.08,138.22000000000003,243.88000000000005,1,1,1.0
71,1,560.25,341.3,255.75,287.90000000000003,1,1,1.0
71,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
71,3,476.65,652.52,301.15999999999997,298.57000000000005,1,1,1.0
71,4,820.1,743.7,169.13,144.07999999999993,1,1,1.0
71,5,1154.32,289.08,138.26,244.43,1,1,1.0
72,1,558.55,341.88,258.68000000000006,291.46000000000004,1,1,1.0
72,2,656.16,467.65,109.13,110.55000000000007,1,1,1.0
72,3,476.74,652.73,301.55999999999995,298.49,1,1,1.0
72,4,819.87,743.73,169.36,144.24,1,1,1.0
72,5,1154.28,289.08,138.29999999999995,244.99000000000007,1,1,1.0
73,1,556.84,342.46,261.62,295.02000000000004,1,1,1.0
73,2,656.16,467.89,109.13,110.55000000000007,1,1,1.0
73,3,476.83,652.94,301.96,298.4,1,1,1.0
73,4,819.64,743.75,169.59000000000003,144.41999999999996,1,1,1.0
73,5,1154.24,289.08,138.33999999999992,245.54000000000002,1,1,1.0
74,1,555.14,343.04,264.55000000000007,298.58,1,1,1.0
74,2,656.16,468.13,109.13,110.54999999999995,1,1,1.0
74,3,476.91,653.16,302.36999999999995,298.30000000000007,1,1,1.0
74,4,819.41,743.78,169.82000000000005,144.59000000000003,1,1,1.0
74,5,1154.21,289.08,138.3699999999999,246.09999999999997,1,1,1.0
75,1,553.43,343.62,267.49,302.14,1,1,1.0
75,2,656.16,468.36,109.13,110.54999999999995,1,1,1.0
75,3,477.0,653.37,302.77,298.22,1,1,1.0
75,4,819.18,743.81,170.05000000000007,144.75,1,1,1.0
75,5,1154.17,289.08,138.40999999999985,246.65000000000003,1,1,1.0
76,1,551.73,344.2,270.41999999999996,305.7,1,1,1.0
76,2,656.16,468.6,109.13,110.54999999999995,1,1,1.0
76,3,477.09,653.58,303.17,298.13,1,1,1.0
76,4,818.95,743.84,170.27999999999997,144.91999999999996,1,1,1.0
76,5,1154.13,289.08,138.44999999999982,247.20999999999998,1,1,1.0
77,1,550.02,344.78,273.36,309.26,1,1,1.0
77,2,656.16,468.83,109.13,110.56,1,1,1.0
77,3,477.18,653.79,303.56,298.0400000000001,1,1,1.0
77,4,818.72,743.87,170.51,145.09000000000003,1,1,1.0
77,5,1154.09,289.08,138.49,247.76000000000005,1,1,1.0
78,1,548.32,345.36,276.28999999999996,312.81999999999994,1,1,1.0
78,2,656.16,469.07,109.13,110.55000000000001,1,1,1.0
78,3,477.27,654.0,303.96000000000004,297.96000000000004,1,1,1.0
78,4,818.49,743.89,170.74,145.26,1,1,1.0
78,5,1154.05,289.08,138.52999999999997,248.31,1,1,1.0
79,1,546.61,345.94,279.23,316.38000000000005,1,1,1.0
79,2,656.16,469.31,109.13,110.55000000000001,1,1,1.0
79,3,477.36,654.21,304.36,297.87,1,1,1.0
79,4,818.26,743.92,170.97000000000003,145.43000000000006,1,1,1.0
79,5,1154.01,289.08,138.56999999999994,248.87000000000006,1,1,1.0
80,1,544.91,346.52,282.1600000000001,319.94000000000005,1,1,1.0
80,2,656.16,469.54,109.13,110.55000000000001,1,1,1.0
80,3,477.44,654.42,304.77000000000004,297.7800000000001,1,1,1.0
80,4,818.03,743.95,171.20000000000005,145.5999999999999,1,1,1.0
80,5,1153.97,289.08,138.6099999999999,249.42000000000002,1,1,1.0
81,1,543.2,347.11,285.0999999999999,323.49,1,1,1.0
81,2,656.16,469.78,109.13,110.55000000000007,1,1,1.0
81,3,477.53,654.63,305.1700000000001,297.70000000000005,1,1,1.0
81,4,817.8,743.98,171.43000000000006,145.76,1,1,1.0
81,5,1153.93,289.08,138.64999999999986,249.97999999999996,1,1,1.0
82,1,543.13,344.83,285.28999999999996,327.43,1,1,1.0
82,2,656.16,470.02,109.13,110.55000000000007,1,1,1.0
82,3,477.62,654.85,304.97,298.30999999999995,1,1,1.0
82,4,817.57,744.0,171.65999999999997,145.94000000000005,1,1,1.0
82,5,1153.9,289.08,138.67999999999984,250.53000000000003,1,1,1.0
83,1,543.06,342.56,285.47,331.35999999999996,1,1,1.0
83,2,656.16,470.25,109.13,110.54999999999995,1,1,1.0
83,3,477.71,655.06,304.77000000000004,298.94000000000005,1,1,1.0
83,4,817.34,744.03,171.89,146.11,1,1,1.0
83,5,1153.86,289.08,138.72000000000003,251.08999999999997,1,1,1.0
84,1,542.99,340.29,285.65999999999997,335.29,1,1,1.0
